cohort,track,prefix,role,stratum,strict_role,candidate,control,mode,control_mode,metric,paired_inputs,paired_edits,source_images,patients,delta,ci_low,ci_high,input_delta_micro,image_cluster_delta,image_cluster_ci_low,image_cluster_ci_high,leave_one_image_out_min,leave_one_image_out_max,sensitivity_scope,bootstrap_draws,bootstrap_seed
SLAKE_STAGE2_BANK16,B,1,evaluation,H,STRICT_BASE,W0,W0,RC,R0,semantic,2,1,2,UNKNOWN,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,U,STRICT_BASE,W01,W01,RC,R0,semantic,50,4,31,UNKNOWN,0.17948717948717952,0.15705128205128205,0.2147435897435898,0.18,0.16666666666666666,0.048387096774193554,0.3064516129032258,0.10795454545454541,0.21459790209790208,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,U,STRICT_BASE,W01,W01,RC,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,U,STRICT_BASE,W01,W01,RC,R0,base_correct_damage,32,4,22,UNKNOWN,-0.31746031746031744,-0.39285714285714285,-0.25,-0.3125,-0.29545454545454547,-0.4772727272727273,-0.11363636363636363,-0.3526785714285714,-0.21875,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,U,STRICT_BASE,W01,W01,RC,R0,base_wrong_became_correct,18,4,12,UNKNOWN,-0.05,-0.15000000000000002,0.0,-0.05555555555555555,-0.08333333333333333,-0.25,0.0,-0.0625,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,U,STRICT_BASE,W01,W01,RC,R0,base_wrong_changed,18,4,12,UNKNOWN,-0.3125,-0.5125,-0.1,-0.3333333333333333,-0.375,-0.6666666666666666,-0.125,-0.37083333333333335,-0.25,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,U,STRICT_BASE,W01,W01,RC,R0,fpr,50,4,31,UNKNOWN,-0.9182692307692308,-0.9791666666666666,-0.8557692307692308,-0.92,-0.9032258064516129,-1.0,-0.7741935483870968,-0.9583333333333334,-0.9109848484848485,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,U,STRICT_BASE,W1,W1,RC,R0,semantic,50,4,31,UNKNOWN,0.17948717948717952,0.15705128205128205,0.2147435897435898,0.18,0.16666666666666666,0.048387096774193554,0.3064516129032258,0.10795454545454541,0.21459790209790208,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,U,STRICT_BASE,W1,W1,RC,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,U,STRICT_BASE,W1,W1,RC,R0,base_correct_damage,32,4,22,UNKNOWN,-0.31746031746031744,-0.39285714285714285,-0.25,-0.3125,-0.29545454545454547,-0.4772727272727273,-0.11363636363636363,-0.3526785714285714,-0.21875,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,U,STRICT_BASE,W1,W1,RC,R0,base_wrong_became_correct,18,4,12,UNKNOWN,-0.05,-0.15000000000000002,0.0,-0.05555555555555555,-0.08333333333333333,-0.25,0.0,-0.0625,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,U,STRICT_BASE,W1,W1,RC,R0,base_wrong_changed,18,4,12,UNKNOWN,-0.2125,-0.44999999999999996,0.0,-0.2222222222222222,-0.25,-0.5,-0.041666666666666664,-0.2708333333333333,-0.15,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,U,STRICT_BASE,W1,W1,RC,R0,fpr,50,4,31,UNKNOWN,-0.9182692307692308,-0.9791666666666666,-0.8557692307692308,-0.92,-0.9032258064516129,-1.0,-0.7741935483870968,-0.9583333333333334,-0.9109848484848485,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,cross_family_confirmation,EDIT_TARGET,W0,W0,RC,R0,semantic,8,4,4,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,cross_family_confirmation,EDIT_TARGET,W0,W0,RC,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,cross_family_confirmation,EDIT_TARGET,W0,W0,RC,R0,base_correct_damage,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,cross_family_confirmation,EDIT_TARGET,W0,W0,RC,R0,base_wrong_became_correct,4,2,2,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,cross_family_confirmation,EDIT_TARGET,W0,W0,RC,R0,base_wrong_changed,4,2,2,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,cross_family_confirmation,EDIT_TARGET,W0,W0,RC,R0,fpr,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W01,RC,R0,semantic,8,4,4,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W01,RC,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W01,RC,R0,base_correct_damage,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W01,RC,R0,base_wrong_became_correct,4,2,2,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W01,RC,R0,base_wrong_changed,4,2,2,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,cross_family_confirmation,EDIT_TARGET,W01,W01,RC,R0,fpr,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,cross_family_confirmation,EDIT_TARGET,W1,W1,RC,R0,semantic,8,4,4,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,cross_family_confirmation,EDIT_TARGET,W1,W1,RC,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,cross_family_confirmation,EDIT_TARGET,W1,W1,RC,R0,base_correct_damage,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,cross_family_confirmation,EDIT_TARGET,W1,W1,RC,R0,base_wrong_became_correct,4,2,2,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,cross_family_confirmation,EDIT_TARGET,W1,W1,RC,R0,base_wrong_changed,4,2,2,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,cross_family_confirmation,EDIT_TARGET,W1,W1,RC,R0,fpr,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,source_style_confirmation,EDIT_TARGET,W0,W0,RC,R0,semantic,8,4,4,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,source_style_confirmation,EDIT_TARGET,W0,W0,RC,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,source_style_confirmation,EDIT_TARGET,W0,W0,RC,R0,base_correct_damage,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,source_style_confirmation,EDIT_TARGET,W0,W0,RC,R0,base_wrong_became_correct,2,1,1,UNKNOWN,0.0,,,0.0,0.0,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,source_style_confirmation,EDIT_TARGET,W0,W0,RC,R0,base_wrong_changed,2,1,1,UNKNOWN,0.0,,,0.0,0.0,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,source_style_confirmation,EDIT_TARGET,W0,W0,RC,R0,fpr,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,source_style_confirmation,EDIT_TARGET,W01,W01,RC,R0,semantic,8,4,4,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,source_style_confirmation,EDIT_TARGET,W01,W01,RC,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,source_style_confirmation,EDIT_TARGET,W01,W01,RC,R0,base_correct_damage,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,source_style_confirmation,EDIT_TARGET,W01,W01,RC,R0,base_wrong_became_correct,2,1,1,UNKNOWN,0.0,,,0.0,0.0,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,source_style_confirmation,EDIT_TARGET,W01,W01,RC,R0,base_wrong_changed,2,1,1,UNKNOWN,0.0,,,0.0,0.0,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,source_style_confirmation,EDIT_TARGET,W01,W01,RC,R0,fpr,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,source_style_confirmation,EDIT_TARGET,W1,W1,RC,R0,semantic,8,4,4,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,source_style_confirmation,EDIT_TARGET,W1,W1,RC,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,source_style_confirmation,EDIT_TARGET,W1,W1,RC,R0,base_correct_damage,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,source_style_confirmation,EDIT_TARGET,W1,W1,RC,R0,base_wrong_became_correct,2,1,1,UNKNOWN,0.0,,,0.0,0.0,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,source_style_confirmation,EDIT_TARGET,W1,W1,RC,R0,base_wrong_changed,2,1,1,UNKNOWN,0.0,,,0.0,0.0,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,evaluation,source_style_confirmation,EDIT_TARGET,W1,W1,RC,R0,fpr,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,native,T0,EDIT_TARGET,W0,W0,RC,R0,semantic,4,4,4,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,native,T0,EDIT_TARGET,W0,W0,RC,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,native,T0,EDIT_TARGET,W0,W0,RC,R0,base_correct_damage,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,native,T0,EDIT_TARGET,W0,W0,RC,R0,base_wrong_became_correct,4,4,4,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,native,T0,EDIT_TARGET,W0,W0,RC,R0,base_wrong_changed,4,4,4,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,native,T0,EDIT_TARGET,W0,W0,RC,R0,fpr,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,native,T0,EDIT_TARGET,W01,W01,RC,R0,semantic,4,4,4,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,native,T0,EDIT_TARGET,W01,W01,RC,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,native,T0,EDIT_TARGET,W01,W01,RC,R0,base_correct_damage,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,native,T0,EDIT_TARGET,W01,W01,RC,R0,base_wrong_became_correct,4,4,4,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,native,T0,EDIT_TARGET,W01,W01,RC,R0,base_wrong_changed,4,4,4,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,native,T0,EDIT_TARGET,W01,W01,RC,R0,fpr,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,native,T0,EDIT_TARGET,W1,W1,RC,R0,semantic,4,4,4,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,native,T0,EDIT_TARGET,W1,W1,RC,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,native,T0,EDIT_TARGET,W1,W1,RC,R0,base_correct_damage,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,native,T0,EDIT_TARGET,W1,W1,RC,R0,base_wrong_became_correct,4,4,4,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,native,T0,EDIT_TARGET,W1,W1,RC,R0,base_wrong_changed,4,4,4,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,4,native,T0,EDIT_TARGET,W1,W1,RC,R0,fpr,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,H,STRICT_BASE,W0,W0,RC,R0,semantic,13,8,7,UNKNOWN,0.1875,-0.25,0.6875,0.0,0.11904761904761904,-0.3095238095238096,0.5238095238095238,0.0,0.375,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,H,STRICT_BASE,W0,W0,RC,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,H,STRICT_BASE,W0,W0,RC,R0,base_correct_damage,10,8,6,UNKNOWN,-0.375,-0.75,-0.125,-0.3,-0.3055555555555556,-0.6388888888888888,-0.05555555555555555,-0.42857142857142855,-0.2857142857142857,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,H,STRICT_BASE,W0,W0,RC,R0,base_wrong_became_correct,3,3,1,UNKNOWN,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,H,STRICT_BASE,W0,W0,RC,R0,base_wrong_changed,3,3,1,UNKNOWN,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,H,STRICT_BASE,W0,W0,RC,R0,fpr,13,8,7,UNKNOWN,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,H,STRICT_BASE,W01,W01,RC,R0,semantic,13,8,7,UNKNOWN,0.1875,-0.25,0.6875,0.0,0.11904761904761904,-0.3095238095238096,0.5238095238095238,0.0,0.375,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,H,STRICT_BASE,W01,W01,RC,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,H,STRICT_BASE,W01,W01,RC,R0,base_correct_damage,10,8,6,UNKNOWN,-0.375,-0.75,-0.125,-0.3,-0.3055555555555556,-0.6388888888888888,-0.05555555555555555,-0.42857142857142855,-0.2857142857142857,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,H,STRICT_BASE,W01,W01,RC,R0,base_wrong_became_correct,3,3,1,UNKNOWN,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,H,STRICT_BASE,W01,W01,RC,R0,base_wrong_changed,3,3,1,UNKNOWN,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,H,STRICT_BASE,W01,W01,RC,R0,fpr,13,8,7,UNKNOWN,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,H,STRICT_BASE,W1,W1,RC,R0,semantic,13,8,7,UNKNOWN,0.375,0.125,0.75,0.23076923076923078,0.2619047619047619,0.047619047619047616,0.5714285714285714,0.2857142857142857,0.375,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,H,STRICT_BASE,W1,W1,RC,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,H,STRICT_BASE,W1,W1,RC,R0,base_correct_damage,10,8,6,UNKNOWN,-0.375,-0.75,-0.125,-0.3,-0.3055555555555556,-0.6388888888888888,-0.05555555555555555,-0.42857142857142855,-0.2857142857142857,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,H,STRICT_BASE,W1,W1,RC,R0,base_wrong_became_correct,3,3,1,UNKNOWN,0.0,0.0,0.0,0.0,0.0,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,H,STRICT_BASE,W1,W1,RC,R0,base_wrong_changed,3,3,1,UNKNOWN,0.0,0.0,0.0,0.0,0.0,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,H,STRICT_BASE,W1,W1,RC,R0,fpr,13,8,7,UNKNOWN,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,U,STRICT_BASE,W0,W0,RC,R0,semantic,99,8,38,UNKNOWN,0.26121794871794873,0.17948717948717952,0.3501602564102564,0.26262626262626265,0.2982456140350877,0.15789473684210525,0.44298245614035087,0.2286567599067599,0.2945804195804196,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,U,STRICT_BASE,W0,W0,RC,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,U,STRICT_BASE,W0,W0,RC,R0,base_correct_damage,64,8,30,UNKNOWN,-0.4549107142857143,-0.5580357142857143,-0.36493055555555554,-0.453125,-0.46111111111111114,-0.6333333333333333,-0.28888888888888886,-0.4871031746031746,-0.4125,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,U,STRICT_BASE,W0,W0,RC,R0,base_wrong_became_correct,35,8,15,UNKNOWN,-0.07708333333333334,-0.15,-0.020833333333333332,-0.08571428571428572,-0.1,-0.26666666666666666,0.0,-0.09375,-0.025,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,U,STRICT_BASE,W0,W0,RC,R0,base_wrong_changed,35,8,15,UNKNOWN,-0.6104166666666667,-0.76046875,-0.45833333333333337,-0.6,-0.6333333333333333,-0.8444444444444444,-0.4000000000000001,-0.7229166666666667,-0.55,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,U,STRICT_BASE,W0,W0,RC,R0,fpr,99,8,38,UNKNOWN,-0.8381410256410257,-0.90625,-0.7700320512820513,-0.8383838383838383,-0.8421052631578947,-0.9473684210526315,-0.7105263157894737,-0.8721590909090909,-0.8308566433566433,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,U,STRICT_BASE,W01,W01,RC,R0,semantic,99,8,38,UNKNOWN,0.17147435897435898,0.11057692307692307,0.22916666666666666,0.1717171717171717,0.19078947368421054,0.07675438596491228,0.3201754385964912,0.13381410256410253,0.18713578088578087,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,U,STRICT_BASE,W01,W01,RC,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,U,STRICT_BASE,W01,W01,RC,R0,base_correct_damage,64,8,30,UNKNOWN,-0.2834325396825397,-0.3571428571428571,-0.21785714285714286,-0.28125,-0.26944444444444443,-0.425,-0.125,-0.3036706349206349,-0.228125,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,U,STRICT_BASE,W01,W01,RC,R0,base_wrong_became_correct,35,8,15,UNKNOWN,-0.025,-0.07500000000000001,0.0,-0.02857142857142857,-0.06666666666666667,-0.2,0.0,-0.03125,0.0,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,U,STRICT_BASE,W01,W01,RC,R0,base_wrong_changed,35,8,15,UNKNOWN,-0.27708333333333335,-0.40208333333333335,-0.16041666666666665,-0.2857142857142857,-0.3333333333333333,-0.5555555555555556,-0.13333333333333333,-0.32708333333333334,-0.2,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,U,STRICT_BASE,W01,W01,RC,R0,fpr,99,8,38,UNKNOWN,-0.8381410256410257,-0.90625,-0.7700320512820513,-0.8383838383838383,-0.8421052631578947,-0.9473684210526315,-0.7105263157894737,-0.8721590909090909,-0.8308566433566433,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,U,STRICT_BASE,W1,W1,RC,R0,semantic,99,8,38,UNKNOWN,0.07932692307692307,0.029647435897435875,0.13701923076923078,0.08080808080808081,0.10087719298245613,-0.004385964912280694,0.2192982456140351,0.0408653846153846,0.10285547785547784,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,U,STRICT_BASE,W1,W1,RC,R0,v4_primary,0,0,0,UNKNOWN,,,,,,,,,,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,U,STRICT_BASE,W1,W1,RC,R0,base_correct_damage,64,8,30,UNKNOWN,-0.17371031746031745,-0.23513764880952379,-0.12321056547619054,-0.171875,-0.17777777777777778,-0.3222222222222222,-0.05555555555555555,-0.1888392857142857,-0.11666666666666667,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,U,STRICT_BASE,W1,W1,RC,R0,base_wrong_became_correct,35,8,15,UNKNOWN,-0.07708333333333334,-0.15,-0.020833333333333332,-0.08571428571428572,-0.13333333333333333,-0.3333333333333333,0.0,-0.09375,-0.025,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,U,STRICT_BASE,W1,W1,RC,R0,base_wrong_changed,35,8,15,UNKNOWN,-0.32916666666666666,-0.4541666666666667,-0.2,-0.34285714285714286,-0.4,-0.6444444444444444,-0.17777777777777776,-0.38958333333333334,-0.2520833333333333,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,U,STRICT_BASE,W1,W1,RC,R0,fpr,99,8,38,UNKNOWN,-0.8381410256410257,-0.90625,-0.7700320512820513,-0.8383838383838383,-0.8421052631578947,-0.9473684210526315,-0.7105263157894737,-0.8721590909090909,-0.8308566433566433,shared probe-source image; not independent patient proof,10000,20260908
SLAKE_STAGE2_BANK16,B,8,evaluation,cross_family_confirmation,EDIT_TARGET,W0,W0,RC,R0,semantic,16,8,8,UNKNOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shared probe-source image; not independent patient proof,10000,20260908
