candidate,control,role,stratum,metric,paired_edits,delta,ci_low,ci_high,practical_minus_5pp_reference
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,fit,H_keep,kl,16,0.09679911795440906,0.05542490538694741,0.13929934087112392,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,fit,U_all,semantic,16,-0.06662087912087912,-0.12156593406593406,-0.007898351648351638,False
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,fit,U_all,base_correct_damage,16,0.13335813492063492,0.07604166666666666,0.1927827380952381,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,fit,U_all,kl,16,0.025501183303781497,0.01792495270990832,0.03299001930315501,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,fit,U_base_wrong,semantic,16,0.040178571428571425,-0.043154761904761904,0.13616071428571427,True
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,fit,U_base_wrong,base_correct_damage,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,fit,U_base_wrong,kl,16,0.02303124851835939,0.015242998612653276,0.031652197609998566,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,fit,U_keep,semantic,16,-0.13335813492063492,-0.19248511904761906,-0.07566964285714287,False
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,fit,U_keep,base_correct_damage,16,0.13335813492063492,0.07604166666666666,0.1927827380952381,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,fit,U_keep,kl,16,0.027042083016262302,0.017917062994096313,0.03625198737075456,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,fit,positive,semantic,16,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,fit,positive,base_correct_damage,6,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,fit,positive,kl,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,native,positive,semantic,16,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,native,positive,base_correct_damage,0,,,,
P4-W2_GROUP_CONSTRAINED,P4-W1_KL_0.1,native,positive,kl,0,,,,
P4-W1_KL_0.1,A2,calibration,H_all,semantic,15,0.3,0.1,0.5333333333333333,True
P4-W1_KL_0.1,A2,calibration,H_all,base_correct_damage,15,-0.3333333333333333,-0.5333333333333333,-0.13333333333333333,
P4-W1_KL_0.1,A2,calibration,H_all,kl,15,-0.23755033982452006,-0.3113735803791011,-0.17715701524478694,
P4-W1_KL_0.1,A2,calibration,H_base_wrong,semantic,1,0.0,,,True
P4-W1_KL_0.1,A2,calibration,H_base_wrong,base_correct_damage,0,,,,
P4-W1_KL_0.1,A2,calibration,H_base_wrong,kl,1,-0.20112723018974066,,,
P4-W1_KL_0.1,A2,calibration,H_keep,semantic,15,0.3333333333333333,0.13333333333333333,0.5333333333333333,True
P4-W1_KL_0.1,A2,calibration,H_keep,base_correct_damage,15,-0.3333333333333333,-0.5333333333333333,-0.13333333333333333,
P4-W1_KL_0.1,A2,calibration,H_keep,kl,15,-0.2381527496424193,-0.31257840001489967,-0.17787576362801094,
P4-W1_KL_0.1,A2,calibration,U_all,semantic,16,0.1559065934065934,0.08756868131868133,0.23111263736263737,True
P4-W1_KL_0.1,A2,calibration,U_all,base_correct_damage,16,-0.2661300505050505,-0.36313131313131314,-0.17301136363636363,
P4-W1_KL_0.1,A2,calibration,U_all,kl,16,-0.08853313390688657,-0.11022531501385946,-0.06667996311697717,
P4-W1_KL_0.1,A2,calibration,U_base_wrong,semantic,16,-0.10736607142857144,-0.18080357142857142,-0.040625,False
P4-W1_KL_0.1,A2,calibration,U_base_wrong,base_correct_damage,0,,,,
P4-W1_KL_0.1,A2,calibration,U_base_wrong,kl,16,-0.11178329129453189,-0.143728659474012,-0.08080371024463516,
P4-W1_KL_0.1,A2,calibration,U_keep,semantic,16,0.2661300505050505,0.17313762626262627,0.3633996212121212,True
P4-W1_KL_0.1,A2,calibration,U_keep,base_correct_damage,16,-0.2661300505050505,-0.36313131313131314,-0.17301136363636363,
P4-W1_KL_0.1,A2,calibration,U_keep,kl,16,-0.07737655989764368,-0.09906037887704307,-0.055523075858709726,
P4-W1_KL_0.1,A2,calibration,positive,semantic,16,-0.015625,-0.046875,0.0,True
P4-W1_KL_0.1,A2,calibration,positive,base_correct_damage,8,0.0,0.0,0.0,
P4-W1_KL_0.1,A2,calibration,positive,kl,0,,,,
P4-W1_KL_0.1,A2,challenge,same_answer_context_not_conflict,semantic,15,0.0,0.0,0.0,True
P4-W1_KL_0.1,A2,challenge,same_answer_context_not_conflict,base_correct_damage,11,0.0,0.0,0.0,
P4-W1_KL_0.1,A2,challenge,same_answer_context_not_conflict,kl,15,-0.1850917963269684,-0.2614575086782376,-0.12843445719116264,
P4-W1_KL_0.1,A2,evaluation,H_all,semantic,15,0.3,0.1,0.5,True
P4-W1_KL_0.1,A2,evaluation,H_all,base_correct_damage,13,-0.46153846153846156,-0.6923076923076923,-0.23076923076923078,
P4-W1_KL_0.1,A2,evaluation,H_all,kl,15,-0.2439716338645667,-0.3161551254491011,-0.18350997317271928,
P4-W1_KL_0.1,A2,evaluation,H_base_wrong,semantic,5,0.0,0.0,0.0,True
P4-W1_KL_0.1,A2,evaluation,H_base_wrong,base_correct_damage,0,,,,
P4-W1_KL_0.1,A2,evaluation,H_base_wrong,kl,5,-0.3037225612439215,-0.3097262648865581,-0.29862554986029866,
P4-W1_KL_0.1,A2,evaluation,H_keep,semantic,13,0.46153846153846156,0.23076923076923078,0.6923076923076923,True
P4-W1_KL_0.1,A2,evaluation,H_keep,base_correct_damage,13,-0.46153846153846156,-0.6923076923076923,-0.23076923076923078,
P4-W1_KL_0.1,A2,evaluation,H_keep,kl,13,-0.23844838763873738,-0.32235142316382664,-0.1692102389732519,
P4-W1_KL_0.1,A2,evaluation,U_all,semantic,16,0.1607142857142857,0.10382326007326007,0.2203525641025641,True
P4-W1_KL_0.1,A2,evaluation,U_all,base_correct_damage,16,-0.26922573953823953,-0.3666959776334776,-0.18320932539682538,
P4-W1_KL_0.1,A2,evaluation,U_all,kl,16,-0.07235699799660394,-0.08872703126118536,-0.055879910671907194,
P4-W1_KL_0.1,A2,evaluation,U_base_wrong,semantic,16,-0.06101190476190476,-0.1949404761904762,0.02232142857142857,False
P4-W1_KL_0.1,A2,evaluation,U_base_wrong,base_correct_damage,0,,,,
P4-W1_KL_0.1,A2,evaluation,U_base_wrong,kl,16,-0.07998041564500498,-0.10790796301824533,-0.0535074783531313,
P4-W1_KL_0.1,A2,evaluation,U_keep,semantic,16,0.26922573953823953,0.18341224747474746,0.36672528860028863,True
P4-W1_KL_0.1,A2,evaluation,U_keep,base_correct_damage,16,-0.26922573953823953,-0.3666959776334776,-0.18320932539682538,
P4-W1_KL_0.1,A2,evaluation,U_keep,kl,16,-0.06964837064625443,-0.08736574343380503,-0.05198083412738796,
P4-W1_KL_0.1,A2,evaluation,cross_family_confirmation,semantic,16,0.0,0.0,0.0,True
P4-W1_KL_0.1,A2,evaluation,cross_family_confirmation,base_correct_damage,10,0.0,0.0,0.0,
P4-W1_KL_0.1,A2,evaluation,cross_family_confirmation,kl,0,,,,
P4-W1_KL_0.1,A2,evaluation,source_style_confirmation,semantic,16,0.0,0.0,0.0,True
P4-W1_KL_0.1,A2,evaluation,source_style_confirmation,base_correct_damage,10,0.0,0.0,0.0,
P4-W1_KL_0.1,A2,evaluation,source_style_confirmation,kl,0,,,,
P4-W1_KL_0.1,A2,fit,H_all,semantic,16,0.3854166666666667,0.17708333333333331,0.6041666666666666,True
P4-W1_KL_0.1,A2,fit,H_all,base_correct_damage,16,-0.40625,-0.625,-0.1875,
P4-W1_KL_0.1,A2,fit,H_all,kl,16,-0.2813655122978768,-0.37887329565516364,-0.19407308521719338,
P4-W1_KL_0.1,A2,fit,H_base_wrong,semantic,1,0.0,,,True
P4-W1_KL_0.1,A2,fit,H_base_wrong,base_correct_damage,0,,,,
P4-W1_KL_0.1,A2,fit,H_base_wrong,kl,1,-0.238093925639987,,,
P4-W1_KL_0.1,A2,fit,H_keep,semantic,16,0.40625,0.1875,0.625,True
P4-W1_KL_0.1,A2,fit,H_keep,base_correct_damage,16,-0.40625,-0.625,-0.1875,
P4-W1_KL_0.1,A2,fit,H_keep,kl,16,-0.28221138533263,-0.37960031387531973,-0.19503078242511643,
P4-W1_KL_0.1,A2,fit,U_all,semantic,16,0.09512362637362637,0.03502747252747253,0.15693681318681318,True
P4-W1_KL_0.1,A2,fit,U_all,base_correct_damage,16,-0.1993799603174603,-0.2592757936507937,-0.1386160714285714,
P4-W1_KL_0.1,A2,fit,U_all,kl,16,-0.08536476114948648,-0.10191562926462251,-0.06749160904725043,
P4-W1_KL_0.1,A2,fit,U_base_wrong,semantic,16,-0.06473214285714285,-0.15476190476190477,0.00669642857142857,False
P4-W1_KL_0.1,A2,fit,U_base_wrong,base_correct_damage,0,,,,
P4-W1_KL_0.1,A2,fit,U_base_wrong,kl,16,-0.10449568099610342,-0.13093136611063355,-0.07694932113417241,
P4-W1_KL_0.1,A2,fit,U_keep,semantic,16,0.1993799603174603,0.13883928571428572,0.25942460317460314,True
P4-W1_KL_0.1,A2,fit,U_keep,base_correct_damage,16,-0.1993799603174603,-0.2592757936507937,-0.1386160714285714,
P4-W1_KL_0.1,A2,fit,U_keep,kl,16,-0.07527856307793439,-0.09371045106081365,-0.0563304491580239,
P4-W1_KL_0.1,A2,fit,positive,semantic,16,0.0,0.0,0.0,True
P4-W1_KL_0.1,A2,fit,positive,base_correct_damage,6,0.0,0.0,0.0,
P4-W1_KL_0.1,A2,fit,positive,kl,0,,,,
P4-W1_KL_0.1,A2,native,positive,semantic,16,0.0,0.0,0.0,True
P4-W1_KL_0.1,A2,native,positive,base_correct_damage,0,,,,
P4-W1_KL_0.1,A2,native,positive,kl,0,,,,
P4-W2_GROUP_CONSTRAINED,A2,calibration,H_all,semantic,15,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,A2,calibration,H_all,base_correct_damage,15,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,A2,calibration,H_all,kl,15,-0.16273880749940872,-0.20875376885135968,-0.12743885268767674,
P4-W2_GROUP_CONSTRAINED,A2,calibration,H_base_wrong,semantic,1,0.0,,,True
P4-W2_GROUP_CONSTRAINED,A2,calibration,H_base_wrong,base_correct_damage,0,,,,
P4-W2_GROUP_CONSTRAINED,A2,calibration,H_base_wrong,kl,1,-0.11173439025878906,,,
P4-W2_GROUP_CONSTRAINED,A2,calibration,H_keep,semantic,15,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,A2,calibration,H_keep,base_correct_damage,15,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,A2,calibration,H_keep,kl,15,-0.1630156435072422,-0.20903060485919317,-0.12759377261002858,
P4-W2_GROUP_CONSTRAINED,A2,calibration,U_all,semantic,16,0.07039835164835165,0.020260989010989,0.12877747252747251,True
P4-W2_GROUP_CONSTRAINED,A2,calibration,U_all,base_correct_damage,16,-0.13803661616161617,-0.22496843434343433,-0.062279040404040406,
P4-W2_GROUP_CONSTRAINED,A2,calibration,U_all,kl,16,-0.06236151562272705,-0.07908743438337706,-0.04747902782317116,
P4-W2_GROUP_CONSTRAINED,A2,calibration,U_base_wrong,semantic,16,-0.09955357142857144,-0.171875,-0.033482142857142856,False
P4-W2_GROUP_CONSTRAINED,A2,calibration,U_base_wrong,base_correct_damage,0,,,,
P4-W2_GROUP_CONSTRAINED,A2,calibration,U_base_wrong,kl,16,-0.08477592545823427,-0.10793862887997724,-0.06238203552905664,
P4-W2_GROUP_CONSTRAINED,A2,calibration,U_keep,semantic,16,0.13803661616161617,0.06262626262626263,0.22496843434343436,True
P4-W2_GROUP_CONSTRAINED,A2,calibration,U_keep,base_correct_damage,16,-0.13803661616161617,-0.22496843434343433,-0.062279040404040406,
P4-W2_GROUP_CONSTRAINED,A2,calibration,U_keep,kl,16,-0.05341053575330512,-0.07017138687449805,-0.038223208788011234,
P4-W2_GROUP_CONSTRAINED,A2,calibration,positive,semantic,16,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,A2,calibration,positive,base_correct_damage,8,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,A2,calibration,positive,kl,0,,,,
P4-W2_GROUP_CONSTRAINED,A2,challenge,same_answer_context_not_conflict,semantic,15,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,A2,challenge,same_answer_context_not_conflict,base_correct_damage,11,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,A2,challenge,same_answer_context_not_conflict,kl,15,-0.14870403713650174,-0.21084037088685564,-0.09813477860556709,
P4-W2_GROUP_CONSTRAINED,A2,evaluation,H_all,semantic,15,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,A2,evaluation,H_all,base_correct_damage,13,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,A2,evaluation,H_all,kl,15,-0.1707818274696668,-0.22538938894867896,-0.13294331108530363,
P4-W2_GROUP_CONSTRAINED,A2,evaluation,H_base_wrong,semantic,5,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,A2,evaluation,H_base_wrong,base_correct_damage,0,,,,
P4-W2_GROUP_CONSTRAINED,A2,evaluation,H_base_wrong,kl,5,-0.1976884499192238,-0.24005310088396073,-0.16508232951164245,
P4-W2_GROUP_CONSTRAINED,A2,evaluation,H_keep,semantic,13,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,A2,evaluation,H_keep,base_correct_damage,13,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,A2,evaluation,H_keep,kl,13,-0.16335926290888053,-0.2239216869840255,-0.12352803836648281,
P4-W2_GROUP_CONSTRAINED,A2,evaluation,U_all,semantic,16,0.06936813186813186,0.03817536630036629,0.09941620879120878,True
P4-W2_GROUP_CONSTRAINED,A2,evaluation,U_all,base_correct_damage,16,-0.10967261904761905,-0.1568452380952381,-0.05902777777777776,
P4-W2_GROUP_CONSTRAINED,A2,evaluation,U_all,kl,16,-0.04824914784119542,-0.060487332011502866,-0.037168305098843814,
P4-W2_GROUP_CONSTRAINED,A2,evaluation,U_base_wrong,semantic,16,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,A2,evaluation,U_base_wrong,base_correct_damage,0,,,,
P4-W2_GROUP_CONSTRAINED,A2,evaluation,U_base_wrong,kl,16,-0.0583413067685277,-0.08386061842737122,-0.03670039963227672,
P4-W2_GROUP_CONSTRAINED,A2,evaluation,U_keep,semantic,16,0.10967261904761905,0.059027777777777776,0.15699404761904762,True
P4-W2_GROUP_CONSTRAINED,A2,evaluation,U_keep,base_correct_damage,16,-0.10967261904761905,-0.1568452380952381,-0.05902777777777776,
P4-W2_GROUP_CONSTRAINED,A2,evaluation,U_keep,kl,16,-0.043995807346460664,-0.052986898670442026,-0.034418944703429585,
P4-W2_GROUP_CONSTRAINED,A2,evaluation,cross_family_confirmation,semantic,16,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,A2,evaluation,cross_family_confirmation,base_correct_damage,10,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,A2,evaluation,cross_family_confirmation,kl,0,,,,
P4-W2_GROUP_CONSTRAINED,A2,evaluation,source_style_confirmation,semantic,16,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,A2,evaluation,source_style_confirmation,base_correct_damage,10,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,A2,evaluation,source_style_confirmation,kl,0,,,,
P4-W2_GROUP_CONSTRAINED,A2,fit,H_all,semantic,16,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,A2,fit,H_all,base_correct_damage,16,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,A2,fit,H_all,kl,16,-0.1849757086019963,-0.2480177751276642,-0.13379431616825363,
P4-W2_GROUP_CONSTRAINED,A2,fit,H_base_wrong,semantic,1,0.0,,,True
P4-W2_GROUP_CONSTRAINED,A2,fit,H_base_wrong,base_correct_damage,0,,,,
P4-W2_GROUP_CONSTRAINED,A2,fit,H_base_wrong,kl,1,-0.1406559869647026,,,
P4-W2_GROUP_CONSTRAINED,A2,fit,H_keep,semantic,16,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,A2,fit,H_keep,base_correct_damage,16,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,A2,fit,H_keep,kl,16,-0.18541226737822095,-0.2483648106766244,-0.13423087494447827,
P4-W2_GROUP_CONSTRAINED,A2,fit,U_all,semantic,16,0.028502747252747256,-0.004464285714285709,0.06559065934065937,True
P4-W2_GROUP_CONSTRAINED,A2,fit,U_all,base_correct_damage,16,-0.0660218253968254,-0.12033730158730158,-0.021081349206349204,
P4-W2_GROUP_CONSTRAINED,A2,fit,U_all,kl,16,-0.05986357784570498,-0.07121511446676267,-0.047685644736332876,
P4-W2_GROUP_CONSTRAINED,A2,fit,U_base_wrong,semantic,16,-0.024553571428571428,-0.0625,0.0,True
P4-W2_GROUP_CONSTRAINED,A2,fit,U_base_wrong,base_correct_damage,0,,,,
P4-W2_GROUP_CONSTRAINED,A2,fit,U_base_wrong,kl,16,-0.08146443247774403,-0.10296120394717773,-0.0593852094730426,
P4-W2_GROUP_CONSTRAINED,A2,fit,U_keep,semantic,16,0.06602182539682538,0.021081349206349208,0.12053571428571427,True
P4-W2_GROUP_CONSTRAINED,A2,fit,U_keep,base_correct_damage,16,-0.0660218253968254,-0.12033730158730158,-0.021081349206349204,
P4-W2_GROUP_CONSTRAINED,A2,fit,U_keep,kl,16,-0.04823648006167209,-0.058971922693429706,-0.03682516766692147,
P4-W2_GROUP_CONSTRAINED,A2,fit,positive,semantic,16,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,A2,fit,positive,base_correct_damage,6,0.0,0.0,0.0,
P4-W2_GROUP_CONSTRAINED,A2,fit,positive,kl,0,,,,
P4-W2_GROUP_CONSTRAINED,A2,native,positive,semantic,16,0.0,0.0,0.0,True
P4-W2_GROUP_CONSTRAINED,A2,native,positive,base_correct_damage,0,,,,
P4-W2_GROUP_CONSTRAINED,A2,native,positive,kl,0,,,,
L16-W2_GROUP_CONSTRAINED,A2,calibration,H_all,semantic,15,0.3,0.1,0.5333333333333333,True
L16-W2_GROUP_CONSTRAINED,A2,calibration,H_all,base_correct_damage,15,-0.3333333333333333,-0.5333333333333333,-0.13333333333333333,
L16-W2_GROUP_CONSTRAINED,A2,calibration,H_all,kl,15,-0.13641374583045643,-0.2107502739255627,-0.060744742412740985,
L16-W2_GROUP_CONSTRAINED,A2,calibration,H_base_wrong,semantic,1,0.0,,,True
L16-W2_GROUP_CONSTRAINED,A2,calibration,H_base_wrong,base_correct_damage,0,,,,
L16-W2_GROUP_CONSTRAINED,A2,calibration,H_base_wrong,kl,1,-0.20128406956791878,,,
L16-W2_GROUP_CONSTRAINED,A2,calibration,H_keep,semantic,15,0.3333333333333333,0.13333333333333333,0.5333333333333333,True
L16-W2_GROUP_CONSTRAINED,A2,calibration,H_keep,base_correct_damage,15,-0.3333333333333333,-0.5333333333333333,-0.13333333333333333,
L16-W2_GROUP_CONSTRAINED,A2,calibration,H_keep,kl,15,-0.13700379294653733,-0.21179613885469734,-0.06192483664490282,
L16-W2_GROUP_CONSTRAINED,A2,calibration,U_all,semantic,16,0.16861263736263737,0.09718406593406595,0.23832417582417587,True
L16-W2_GROUP_CONSTRAINED,A2,calibration,U_all,base_correct_damage,16,-0.2671401515151515,-0.3602114898989899,-0.16396780303030303,
L16-W2_GROUP_CONSTRAINED,A2,calibration,U_all,kl,16,-0.07378991320476397,-0.10161593066104516,-0.044184791626411334,
L16-W2_GROUP_CONSTRAINED,A2,calibration,U_base_wrong,semantic,16,-0.04799107142857143,-0.17447916666666666,0.08110119047619048,True
L16-W2_GROUP_CONSTRAINED,A2,calibration,U_base_wrong,base_correct_damage,0,,,,
L16-W2_GROUP_CONSTRAINED,A2,calibration,U_base_wrong,kl,16,-0.09366837926536391,-0.13168413698949735,-0.048974428439396436,
L16-W2_GROUP_CONSTRAINED,A2,calibration,U_keep,semantic,16,0.2671401515151515,0.1658459595959596,0.36051136363636366,True
L16-W2_GROUP_CONSTRAINED,A2,calibration,U_keep,base_correct_damage,16,-0.2671401515151515,-0.3602114898989899,-0.16396780303030303,
L16-W2_GROUP_CONSTRAINED,A2,calibration,U_keep,kl,16,-0.07148149871725765,-0.09709573849535436,-0.04672871062658221,
L16-W2_GROUP_CONSTRAINED,A2,calibration,positive,semantic,16,0.0,0.0,0.0,True
L16-W2_GROUP_CONSTRAINED,A2,calibration,positive,base_correct_damage,8,0.0,0.0,0.0,
L16-W2_GROUP_CONSTRAINED,A2,calibration,positive,kl,0,,,,
L16-W2_GROUP_CONSTRAINED,A2,challenge,same_answer_context_not_conflict,semantic,15,0.0,0.0,0.0,True
L16-W2_GROUP_CONSTRAINED,A2,challenge,same_answer_context_not_conflict,base_correct_damage,11,0.0,0.0,0.0,
L16-W2_GROUP_CONSTRAINED,A2,challenge,same_answer_context_not_conflict,kl,15,0.0030358092652426837,-0.05685185798340373,0.06764017095168431,
L16-W2_GROUP_CONSTRAINED,A2,evaluation,H_all,semantic,15,0.3,0.1,0.5,True
L16-W2_GROUP_CONSTRAINED,A2,evaluation,H_all,base_correct_damage,13,-0.46153846153846156,-0.6923076923076923,-0.23076923076923078,
L16-W2_GROUP_CONSTRAINED,A2,evaluation,H_all,kl,15,-0.1339171087834984,-0.20447078871851165,-0.06279725274071098,
L16-W2_GROUP_CONSTRAINED,A2,evaluation,H_base_wrong,semantic,5,0.0,0.0,0.0,True
L16-W2_GROUP_CONSTRAINED,A2,evaluation,H_base_wrong,base_correct_damage,0,,,,
L16-W2_GROUP_CONSTRAINED,A2,evaluation,H_base_wrong,kl,5,-0.17401780821383,-0.3035204317420721,-0.043289490044116974,
L16-W2_GROUP_CONSTRAINED,A2,evaluation,H_keep,semantic,13,0.46153846153846156,0.23076923076923078,0.6923076923076923,True
L16-W2_GROUP_CONSTRAINED,A2,evaluation,H_keep,base_correct_damage,13,-0.46153846153846156,-0.6923076923076923,-0.23076923076923078,
L16-W2_GROUP_CONSTRAINED,A2,evaluation,H_keep,kl,13,-0.1599597956877775,-0.2364588756687366,-0.08030539498521158,
L16-W2_GROUP_CONSTRAINED,A2,evaluation,U_all,semantic,16,0.14182692307692307,0.06690705128205127,0.21354166666666663,True
L16-W2_GROUP_CONSTRAINED,A2,evaluation,U_all,base_correct_damage,16,-0.24710272366522365,-0.3383725649350649,-0.15521284271284272,
L16-W2_GROUP_CONSTRAINED,A2,evaluation,U_all,kl,16,-0.06756845740007283,-0.08677270970973694,-0.04836351298386351,
L16-W2_GROUP_CONSTRAINED,A2,evaluation,U_base_wrong,semantic,16,-0.08035714285714285,-0.2470238095238095,0.05133928571428571,False
L16-W2_GROUP_CONSTRAINED,A2,evaluation,U_base_wrong,base_correct_damage,0,,,,
L16-W2_GROUP_CONSTRAINED,A2,evaluation,U_base_wrong,kl,16,-0.08004952097340026,-0.10954954547881547,-0.052674653165169213,
L16-W2_GROUP_CONSTRAINED,A2,evaluation,U_keep,semantic,16,0.24710272366522368,0.15533685064935066,0.3384176587301587,True
L16-W2_GROUP_CONSTRAINED,A2,evaluation,U_keep,base_correct_damage,16,-0.24710272366522365,-0.3383725649350649,-0.15521284271284272,
L16-W2_GROUP_CONSTRAINED,A2,evaluation,U_keep,kl,16,-0.06443617131349778,-0.08701299697439113,-0.04127176748571502,
L16-W2_GROUP_CONSTRAINED,A2,evaluation,cross_family_confirmation,semantic,16,0.0,0.0,0.0,True
L16-W2_GROUP_CONSTRAINED,A2,evaluation,cross_family_confirmation,base_correct_damage,10,0.0,0.0,0.0,
L16-W2_GROUP_CONSTRAINED,A2,evaluation,cross_family_confirmation,kl,0,,,,
L16-W2_GROUP_CONSTRAINED,A2,evaluation,source_style_confirmation,semantic,16,0.0,0.0,0.0,True
L16-W2_GROUP_CONSTRAINED,A2,evaluation,source_style_confirmation,base_correct_damage,10,0.0,0.0,0.0,
L16-W2_GROUP_CONSTRAINED,A2,evaluation,source_style_confirmation,kl,0,,,,
L16-W2_GROUP_CONSTRAINED,A2,fit,H_all,semantic,16,0.5729166666666666,0.34375,0.7916666666666666,True
L16-W2_GROUP_CONSTRAINED,A2,fit,H_all,base_correct_damage,16,-0.59375,-0.8125,-0.34375,
L16-W2_GROUP_CONSTRAINED,A2,fit,H_all,kl,16,-0.29016011236186995,-0.39813042539026355,-0.19612173244725759,
L16-W2_GROUP_CONSTRAINED,A2,fit,H_base_wrong,semantic,1,0.0,,,True
L16-W2_GROUP_CONSTRAINED,A2,fit,H_base_wrong,base_correct_damage,0,,,,
L16-W2_GROUP_CONSTRAINED,A2,fit,H_base_wrong,kl,1,-0.24341462296433747,,,
L16-W2_GROUP_CONSTRAINED,A2,fit,H_keep,semantic,16,0.59375,0.34375,0.8125,True
L16-W2_GROUP_CONSTRAINED,A2,fit,H_keep,base_correct_damage,16,-0.59375,-0.8125,-0.34375,
L16-W2_GROUP_CONSTRAINED,A2,fit,H_keep,kl,16,-0.29098229468945647,-0.3995383859510184,-0.19669623945083003,
L16-W2_GROUP_CONSTRAINED,A2,fit,U_all,semantic,16,0.13598901098901098,0.04773351648351649,0.22390109890109888,True
L16-W2_GROUP_CONSTRAINED,A2,fit,U_all,base_correct_damage,16,-0.24878472222222223,-0.3396329365079365,-0.1511656746031746,
L16-W2_GROUP_CONSTRAINED,A2,fit,U_all,kl,16,-0.08162641680402115,-0.09908263432760248,-0.06327516764839866,
L16-W2_GROUP_CONSTRAINED,A2,fit,U_base_wrong,semantic,16,-0.05684523809523809,-0.1636904761904762,0.04270833333333334,False
L16-W2_GROUP_CONSTRAINED,A2,fit,U_base_wrong,base_correct_damage,0,,,,
L16-W2_GROUP_CONSTRAINED,A2,fit,U_base_wrong,kl,16,-0.1012192856365396,-0.12678691341958861,-0.07431724767690275,
L16-W2_GROUP_CONSTRAINED,A2,fit,U_keep,semantic,16,0.24878472222222223,0.15205853174603176,0.3396825396825397,True
L16-W2_GROUP_CONSTRAINED,A2,fit,U_keep,base_correct_damage,16,-0.24878472222222223,-0.3396329365079365,-0.1511656746031746,
L16-W2_GROUP_CONSTRAINED,A2,fit,U_keep,kl,16,-0.0703069990959314,-0.09054760302474116,-0.04924585295617824,
L16-W2_GROUP_CONSTRAINED,A2,fit,positive,semantic,16,0.0,0.0,0.0,True
L16-W2_GROUP_CONSTRAINED,A2,fit,positive,base_correct_damage,6,0.0,0.0,0.0,
L16-W2_GROUP_CONSTRAINED,A2,fit,positive,kl,0,,,,
L16-W2_GROUP_CONSTRAINED,A2,native,positive,semantic,16,0.0,0.0,0.0,True
L16-W2_GROUP_CONSTRAINED,A2,native,positive,base_correct_damage,0,,,,
L16-W2_GROUP_CONSTRAINED,A2,native,positive,kl,0,,,,
