method,edit,first_prefix,last_prefix,stratum,metric,paired_inputs,change
S1,103,4,16,U,joint_on_correct,13,-0.15384615384615385
S1,103,4,16,U,original_reference_correct,13,-0.07692307692307693
S1,103,4,16,U,semantic,13,-0.07692307692307693
S1,103,4,16,cross_family_confirmation,joint_on_correct,2,0.0
S1,103,4,16,cross_family_confirmation,original_reference_correct,2,0.0
S1,103,4,16,cross_family_confirmation,semantic,2,0.0
S1,103,4,16,source_style_confirmation,joint_on_correct,2,0.0
S1,103,4,16,source_style_confirmation,original_reference_correct,2,0.0
S1,103,4,16,source_style_confirmation,semantic,2,0.0
S1,104,4,16,H,joint_on_correct,2,0.0
S1,104,4,16,H,original_reference_correct,2,0.0
S1,104,4,16,H,semantic,2,0.0
S1,104,4,16,T0,joint_on_correct,1,0.0
S1,104,4,16,T0,original_reference_correct,1,0.0
S1,104,4,16,T0,semantic,1,0.0
S1,104,4,16,U,joint_on_correct,12,0.08333333333333333
S1,104,4,16,U,original_reference_correct,12,-0.08333333333333333
S1,104,4,16,U,semantic,12,-0.08333333333333333
S1,104,4,16,cross_family_confirmation,joint_on_correct,2,0.0
S1,104,4,16,cross_family_confirmation,original_reference_correct,2,0.0
S1,104,4,16,cross_family_confirmation,semantic,2,0.0
S1,104,4,16,source_style_confirmation,joint_on_correct,2,0.0
S1,104,4,16,source_style_confirmation,original_reference_correct,2,0.0
S1,104,4,16,source_style_confirmation,semantic,2,0.0
S1,105,8,16,H,joint_on_correct,2,0.0
S1,105,8,16,H,original_reference_correct,2,0.0
S1,105,8,16,H,semantic,2,0.0
S1,105,8,16,T0,joint_on_correct,1,0.0
S1,105,8,16,T0,original_reference_correct,1,0.0
S1,105,8,16,T0,semantic,1,0.0
S1,105,8,16,U,joint_on_correct,12,0.0
S1,105,8,16,U,original_reference_correct,12,0.0
S1,105,8,16,U,semantic,12,0.0
S1,105,8,16,cross_family_confirmation,joint_on_correct,2,0.0
S1,105,8,16,cross_family_confirmation,original_reference_correct,2,0.0
S1,105,8,16,cross_family_confirmation,semantic,2,0.0
S1,105,8,16,source_style_confirmation,joint_on_correct,2,0.0
S1,105,8,16,source_style_confirmation,original_reference_correct,2,0.0
S1,105,8,16,source_style_confirmation,semantic,2,0.0
S1,106,8,16,H,joint_on_correct,2,0.0
S1,106,8,16,H,original_reference_correct,2,0.0
S1,106,8,16,H,semantic,2,0.0
S1,106,8,16,T0,joint_on_correct,1,0.0
S1,106,8,16,T0,original_reference_correct,1,0.0
S1,106,8,16,T0,semantic,1,0.0
S1,106,8,16,U,joint_on_correct,12,0.08333333333333333
S1,106,8,16,U,original_reference_correct,12,0.0
S1,106,8,16,U,semantic,12,0.0
S1,106,8,16,cross_family_confirmation,joint_on_correct,2,0.0
S1,106,8,16,cross_family_confirmation,original_reference_correct,2,0.0
S1,106,8,16,cross_family_confirmation,semantic,2,0.0
S1,106,8,16,source_style_confirmation,joint_on_correct,2,0.0
S1,106,8,16,source_style_confirmation,original_reference_correct,2,0.0
S1,106,8,16,source_style_confirmation,semantic,2,0.0
S1,107,8,16,H,joint_on_correct,1,1.0
S1,107,8,16,H,original_reference_correct,1,1.0
S1,107,8,16,H,semantic,1,1.0
S1,107,8,16,T0,joint_on_correct,1,0.0
S1,107,8,16,T0,original_reference_correct,1,0.0
S1,107,8,16,T0,semantic,1,0.0
S1,107,8,16,U,joint_on_correct,13,0.07692307692307693
S1,107,8,16,U,original_reference_correct,13,-0.07692307692307693
S1,107,8,16,U,semantic,13,-0.07692307692307693
S1,107,8,16,cross_family_confirmation,joint_on_correct,2,0.0
S1,107,8,16,cross_family_confirmation,original_reference_correct,2,0.0
S1,107,8,16,cross_family_confirmation,semantic,2,0.0
S1,107,8,16,source_style_confirmation,joint_on_correct,2,0.0
S1,107,8,16,source_style_confirmation,original_reference_correct,2,0.0
S1,107,8,16,source_style_confirmation,semantic,2,0.0
S1,108,8,16,H,joint_on_correct,2,0.0
S1,108,8,16,H,original_reference_correct,2,0.0
S1,108,8,16,H,semantic,2,0.0
S1,108,8,16,T0,joint_on_correct,1,0.0
S1,108,8,16,T0,original_reference_correct,1,0.0
S1,108,8,16,T0,semantic,1,0.0
S1,108,8,16,U,joint_on_correct,12,0.0
S1,108,8,16,U,original_reference_correct,12,0.0
S1,108,8,16,U,semantic,12,0.0
S1,108,8,16,cross_family_confirmation,joint_on_correct,2,0.0
S1,108,8,16,cross_family_confirmation,original_reference_correct,2,0.0
S1,108,8,16,cross_family_confirmation,semantic,2,0.0
S1,108,8,16,source_style_confirmation,joint_on_correct,2,0.0
S1,108,8,16,source_style_confirmation,original_reference_correct,2,0.0
S1,108,8,16,source_style_confirmation,semantic,2,0.0
S1,109,16,16,H,joint_on_correct,1,0.0
S1,109,16,16,H,original_reference_correct,1,0.0
S1,109,16,16,H,semantic,1,0.0
S1,109,16,16,T0,joint_on_correct,1,0.0
S1,109,16,16,T0,original_reference_correct,1,0.0
S1,109,16,16,T0,semantic,1,0.0
S1,109,16,16,U,joint_on_correct,13,0.0
S1,109,16,16,U,original_reference_correct,13,0.0
S1,109,16,16,U,semantic,13,0.0
S1,109,16,16,cross_family_confirmation,joint_on_correct,2,0.0
S1,109,16,16,cross_family_confirmation,original_reference_correct,2,0.0
S1,109,16,16,cross_family_confirmation,semantic,2,0.0
S1,109,16,16,source_style_confirmation,joint_on_correct,2,0.0
S1,109,16,16,source_style_confirmation,original_reference_correct,2,0.0
S1,109,16,16,source_style_confirmation,semantic,2,0.0
S1,110,16,16,H,joint_on_correct,1,0.0
S1,110,16,16,H,original_reference_correct,1,0.0
S1,110,16,16,H,semantic,1,0.0
S1,110,16,16,T0,joint_on_correct,1,0.0
S1,110,16,16,T0,original_reference_correct,1,0.0
S1,110,16,16,T0,semantic,1,0.0
S1,110,16,16,U,joint_on_correct,13,0.0
S1,110,16,16,U,original_reference_correct,13,0.0
S1,110,16,16,U,semantic,13,0.0
S1,110,16,16,cross_family_confirmation,joint_on_correct,2,0.0
S1,110,16,16,cross_family_confirmation,original_reference_correct,2,0.0
S1,110,16,16,cross_family_confirmation,semantic,2,0.0
S1,110,16,16,source_style_confirmation,joint_on_correct,2,0.0
S1,110,16,16,source_style_confirmation,original_reference_correct,2,0.0
S1,110,16,16,source_style_confirmation,semantic,2,0.0
S1,111,16,16,H,joint_on_correct,1,0.0
S1,111,16,16,H,original_reference_correct,1,0.0
S1,111,16,16,H,semantic,1,0.0
S1,111,16,16,T0,joint_on_correct,1,0.0
S1,111,16,16,T0,original_reference_correct,1,0.0
S1,111,16,16,T0,semantic,1,0.0
S1,111,16,16,U,joint_on_correct,13,0.0
S1,111,16,16,U,original_reference_correct,13,0.0
S1,111,16,16,U,semantic,13,0.0
S1,111,16,16,cross_family_confirmation,joint_on_correct,2,0.0
S1,111,16,16,cross_family_confirmation,original_reference_correct,2,0.0
S1,111,16,16,cross_family_confirmation,semantic,2,0.0
S1,111,16,16,source_style_confirmation,joint_on_correct,2,0.0
S1,111,16,16,source_style_confirmation,original_reference_correct,2,0.0
S1,111,16,16,source_style_confirmation,semantic,2,0.0
S1,112,16,16,H,joint_on_correct,1,0.0
S1,112,16,16,H,original_reference_correct,1,0.0
S1,112,16,16,H,semantic,1,0.0
S1,112,16,16,T0,joint_on_correct,1,0.0
S1,112,16,16,T0,original_reference_correct,1,0.0
S1,112,16,16,T0,semantic,1,0.0
S1,112,16,16,U,joint_on_correct,13,0.0
S1,112,16,16,U,original_reference_correct,13,0.0
S1,112,16,16,U,semantic,13,0.0
S1,112,16,16,cross_family_confirmation,joint_on_correct,2,0.0
S1,112,16,16,cross_family_confirmation,original_reference_correct,2,0.0
S1,112,16,16,cross_family_confirmation,semantic,2,0.0
S1,112,16,16,source_style_confirmation,joint_on_correct,2,0.0
S1,112,16,16,source_style_confirmation,original_reference_correct,2,0.0
S1,112,16,16,source_style_confirmation,semantic,2,0.0
S1,113,16,16,H,joint_on_correct,1,0.0
S1,113,16,16,H,original_reference_correct,1,0.0
S1,113,16,16,H,semantic,1,0.0
S1,113,16,16,T0,joint_on_correct,1,0.0
S1,113,16,16,T0,original_reference_correct,1,0.0
S1,113,16,16,T0,semantic,1,0.0
S1,113,16,16,U,joint_on_correct,13,0.0
S1,113,16,16,U,original_reference_correct,13,0.0
S1,113,16,16,U,semantic,13,0.0
S1,113,16,16,cross_family_confirmation,joint_on_correct,2,0.0
S1,113,16,16,cross_family_confirmation,original_reference_correct,2,0.0
S1,113,16,16,cross_family_confirmation,semantic,2,0.0
S1,113,16,16,source_style_confirmation,joint_on_correct,2,0.0
S1,113,16,16,source_style_confirmation,original_reference_correct,2,0.0
S1,113,16,16,source_style_confirmation,semantic,2,0.0
S1,114,16,16,T0,joint_on_correct,1,0.0
S1,114,16,16,T0,original_reference_correct,1,0.0
S1,114,16,16,T0,semantic,1,0.0
S1,114,16,16,U,joint_on_correct,14,0.0
S1,114,16,16,U,original_reference_correct,14,0.0
S1,114,16,16,U,semantic,14,0.0
S1,114,16,16,cross_family_confirmation,joint_on_correct,2,0.0
S1,114,16,16,cross_family_confirmation,original_reference_correct,2,0.0
S1,114,16,16,cross_family_confirmation,semantic,2,0.0
S1,114,16,16,source_style_confirmation,joint_on_correct,2,0.0
S1,114,16,16,source_style_confirmation,original_reference_correct,2,0.0
S1,114,16,16,source_style_confirmation,semantic,2,0.0
S1,115,16,16,H,joint_on_correct,1,0.0
S1,115,16,16,H,original_reference_correct,1,0.0
S1,115,16,16,H,semantic,1,0.0
S1,115,16,16,T0,joint_on_correct,1,0.0
S1,115,16,16,T0,original_reference_correct,1,0.0
S1,115,16,16,T0,semantic,1,0.0
S1,115,16,16,U,joint_on_correct,12,0.0
S1,115,16,16,U,original_reference_correct,12,0.0
S1,115,16,16,U,semantic,12,0.0
S1,115,16,16,cross_family_confirmation,joint_on_correct,2,0.0
S1,115,16,16,cross_family_confirmation,original_reference_correct,2,0.0
S1,115,16,16,cross_family_confirmation,semantic,2,0.0
S1,115,16,16,source_style_confirmation,joint_on_correct,2,0.0
S1,115,16,16,source_style_confirmation,original_reference_correct,2,0.0
S1,115,16,16,source_style_confirmation,semantic,2,0.0
S1,116,16,16,H,joint_on_correct,1,0.0
S1,116,16,16,H,original_reference_correct,1,0.0
S1,116,16,16,H,semantic,1,0.0
S1,116,16,16,T0,joint_on_correct,1,0.0
S1,116,16,16,T0,original_reference_correct,1,0.0
S1,116,16,16,T0,semantic,1,0.0
S1,116,16,16,U,joint_on_correct,12,0.0
S1,116,16,16,U,original_reference_correct,12,0.0
S1,116,16,16,U,semantic,12,0.0
S1,116,16,16,cross_family_confirmation,joint_on_correct,2,0.0
S1,116,16,16,cross_family_confirmation,original_reference_correct,2,0.0
S1,116,16,16,cross_family_confirmation,semantic,2,0.0
S1,116,16,16,source_style_confirmation,joint_on_correct,2,0.0
S1,116,16,16,source_style_confirmation,original_reference_correct,2,0.0
S1,116,16,16,source_style_confirmation,semantic,2,0.0
